Codice_articolo,Codice_variante,Costo,Data_riferimento
052.MP.PON.02,0,5.14,2020-10-29
052.MP.PON.02,0,5.14,2020-10-29
052.MP.POR.01,0,42.0,2023-10-05
052.MP.POR.02,0,121.0,2023-02-16
052.MP.POR.03,0,58.0,2023-02-16
052.MP.POR.04,0,20.0,2023-02-16
052.MP.PUL.01,0,53.46,2021-06-01
052.MP.PUL.02,0,146.5,2023-02-16
052.MP.SEM.01,0,55.915,2020-10-29
052.MP.SEM.01,0,55.915,2020-10-29
052.MP.SEM.02,0,61.56,2023-09-22
052.MP.SEM.02,0,58.86,2020-10-29
052.MP.SEM.03,0,49.875,2020-10-29
052.MP.SEM.03,0,49.875,2020-10-29
052.MP.SEM.04,0,60.0,2023-10-04
052.MP.SEM.04,0,53.35,2020-10-29
052.MP.SEM.05,0,53.35,2020-10-29
052.MP.SEM.05,0,53.35,2020-10-29
052.MP.SEM.06,0,64.6,2020-10-29
052.MP.SEM.06,0,64.6,2020-10-29
052.MP.SEM.07,0,183.0,2023-02-16
052.MP.SEM.08,0,93.0,2023-02-16
052.MP.SEM.09,0,93.0,2023-02-16
052.MP.SEN.01,0,38.988,2023-09-22
052.MP.SEN.01,0,35.3975,2020-11-20
052.MP.SERM.01,0,14.00905,2020-11-20
052.MP.SERM.01,0,14.00905,2020-11-20
052.MP.SERM.02,0,8.08311,2020-11-20
052.MP.SERM.02,0,8.08311,2020-11-20
052.MP.SIL.AL,0,5.9,2020-05-08
052.MP.SIL.AL,0,5.9,2020-05-08
052.MP.SIL.AN,0,8.05,2022-01-26
052.MP.SIL.BI,0,3.08,2023-04-11
052.MP.SIL.BI,0,2.5,2020-11-16
052.MP.SIL.NE,0,2.5,2020-11-16
052.MP.SIL.NE,0,2.5,2020-11-16
052.MP.SIL.TR,0,2.5,2020-11-16
052.MP.SIL.TR,0,2.5,2020-11-16
052.MP.SPE.01,0,0.5,2020-11-20
052.MP.SPE.01,0,0.5,2020-11-20
052.MP.SPS.002.01.45,0,0.5,2021-06-25
052.MP.SPS.002.01,0,0.5,2020-11-25
052.MP.SPS.002.01,0,0.5,2020-11-25
052.MP.SPS.002.45,0,6.56,2023-11-03
052.MP.SPS.002.62,0,5.135,2023-11-03
052.MP.SPS.002,0,17.35,2020-11-20
052.MP.SPS.002,0,17.35,2020-11-20
052.MP.SPS.003.45,0,6.82,2023-11-03
052.MP.SPS.003.62,0,7.916,2023-11-03
052.MP.SPS.003,0,14.5,2020-11-20
052.MP.SPS.003,0,14.5,2020-11-20
052.MP.SPS.004,0,7.92,2020-11-20
052.MP.SPS.004,0,7.92,2020-11-20
052.MP.SPS.005,0,7.92,2020-11-20
052.MP.SPS.005,0,7.92,2020-11-20
052.MP.SPS.006.45,0,13.1,2021-06-25
052.MP.SPS.006,0,13.1,2020-11-20
052.MP.SPS.006,0,13.1,2020-11-20
052.MP.SPS.007.45,0,2.7,2021-06-25
052.MP.SPS.007,0,2.7,2020-11-20
052.MP.SPS.007,0,2.7,2020-11-20
052.MP.SPS.008.45,0,1.2,2021-06-25
052.MP.SPS.008,0,1.2,2020-11-20
052.MP.SPS.008,0,1.2,2020-11-20
052.MP.SPS.009.45,0,4.3,2023-11-03
052.MP.SPS.009.62,0,5.912,2023-11-03
052.MP.SPS.009,0,9.83,2020-11-20
052.MP.SPS.009,0,9.83,2020-11-20
052.MP.SPS.010.1.45,0,1.0,2021-06-25
052.MP.SPS.010.1,0,1.0,2020-11-25
052.MP.SPS.010.1,0,1.0,2020-11-25
052.MP.SPS.010.45,0,2.439,2023-11-03
052.MP.SPS.010.62,0,2.091,2023-11-03
052.MP.SPS.010,0,1.05,2020-11-25
052.MP.SPS.010,0,1.05,2020-11-25
052.MP.SPS.011,0,2.45,2020-11-20
052.MP.SPS.011,0,2.45,2020-11-20
052.MP.SPS.012,0,0.17781,2023-01-26
052.MP.SPS.012,0,1.0,2020-11-25
052.MP.SPS.013.45,0,6.2,2023-01-26
052.MP.SPS.013.62,0,6.2,2023-01-26
052.MP.SPS.013,0,2.0,2020-11-25
052.MP.SPS.013,0,2.0,2020-11-25
052.MP.SPS.014.45,0,7.355,2023-11-03
052.MP.SPS.014.62,0,7.279,2023-11-03
052.MP.SPS.014,0,1.0,2020-11-25
052.MP.SPS.014,0,1.0,2020-11-25
052.MP.SPS.015.45,0,2.245,2023-11-03
052.MP.SPS.015.62,0,2.976,2023-11-03
052.MP.SPS.016.45,0,2.23,2023-11-03
052.MP.SPS.016.62,0,2.942,2023-11-03
052.MP.SPS.017.45,0,5.0,2023-01-26
052.MP.SPS.017.62,0,5.0,2023-01-26
052.MP.SPS.018.45,0,37.252,2023-11-03
052.MP.SPS.018.62,0,45.688,2023-11-03
052.MP.SPS.019.45,0,8.856,2023-11-03
052.MP.SPS.019.62,0,11.238,2023-11-03
052.MP.SPS.020.45,0,7.961,2023-11-03
052.MP.SPS.020.62,0,9.602,2023-11-03
052.MP.SPS.021.45,0,7.961,2023-11-03
052.MP.SPS.021.62,0,9.602,2023-11-03
052.MP.SPS.022,0,1.086,2023-11-03
052.MP.SPS.023,0,0.916,2023-11-03
052.MP.SPS.GOM,0,0.14,2023-01-26
052.MP.SPS.GOM,0,0.01,2020-11-20
052.MP.SQA.01,0,0.082,2020-11-04
052.MP.SQA.01,0,0.082,2020-11-04
052.MP.SQM.101,0,0.3501,2020-11-05
052.MP.SQM.101,0,0.3501,2020-11-05
052.MP.SQM.102,0,0.67042,2020-11-10
052.MP.SQM.102,0,0.67042,2020-11-10
052.MP.SQM.103,0,0.3,2023-10-09
052.MP.SQM.356,0,0.41,2020-11-10
052.MP.SQM.356,0,0.41,2020-11-10
052.MP.SQM.432,0,0.328,2020-11-10
052.MP.SQM.432,0,0.328,2020-11-10
052.MP.SQV.01,0,0.1315,2020-11-04
052.MP.SQV.01,0,0.1315,2020-11-04
052.MP.SQV.319,0,0.45,2020-11-10
052.MP.SQV.319,0,0.45,2020-11-10
052.MP.STA.01,0,1.1,2020-11-10
052.MP.STA.01,0,1.1,2020-11-10
052.MP.STA.02,0,1.25,2020-11-10
052.MP.STA.02,0,1.25,2020-11-10
052.MP.STA.03,0,0.14348,2020-11-10
052.MP.STA.03,0,0.14348,2020-11-10
052.MP.TAP.45,0,10.0,2020-11-13
052.MP.TAP.45,0,10.0,2020-11-13
052.MP.TAP.62,0,10.0,2020-11-13
052.MP.TAP.62,0,10.0,2020-11-13
052.MP.TAS.01,0,2.9,2020-11-16
052.MP.TAS.01,0,2.9,2020-11-16
052.MP.TAS.02,0,4.2,2020-11-16
052.MP.TAS.02,0,4.2,2020-11-16
052.MP.TAS.03,0,4.5,2020-11-16
052.MP.TAS.03,0,4.5,2020-11-16
052.MP.TAS.04,0,4.9,2020-11-16
052.MP.TAS.04,0,4.9,2020-11-16
052.MP.TAS.05,0,2.565,2020-11-16
052.MP.TAS.05,0,2.565,2020-11-16
052.MP.TAS.07,0,1.65,2023-09-11
052.MP.TAS.6.38,0,0.0738,2020-11-16
052.MP.TAS.6.38,0,0.0738,2020-11-16
052.MP.TAS.6.50,0,0.07637,2023-02-15
052.MP.TAS.6.60,0,0.07637,2020-11-16
052.MP.TAS.6.60,0,0.07637,2020-11-16
052.MP.TO1020,0,1.32135,2020-11-16
052.MP.TO1020,0,1.32135,2020-11-16
052.MP.TO1021,0,6.3,2021-06-25
052.MP.TUAZ.100.50,0,5.6,2023-11-03
052.MP.TUAZ.120.50,0,6.2,2023-11-03
052.MP.TUF.ATX.04,0,13.5,2023-10-05
052.MP.TUR.25,0,2.82,2022-04-19
052.MP.TUR.25,0,0.94798,2020-11-16
052.MP.TUR.32,0,3.25,2022-04-19
052.MP.TUR.32,0,0.542,2020-11-16
052.MP.VCAL.01,0,2.11,2020-11-16
052.MP.VCAL.01,0,2.11,2020-11-16
052.MP.VIT.01,0,0.02646,2020-11-10
052.MP.VIT.01,0,0.02646,2020-11-10
052.MP.VIT.02,0,0.0077,2020-11-10
052.MP.VIT.02,0,0.0077,2020-11-10
052.MP.VIT.03,0,0.0075,2020-11-10
052.MP.VIT.03,0,0.0075,2020-11-10
052.MP.VIT.04,0,0.066,2020-11-10
052.MP.VIT.04,0,0.066,2020-11-10
052.MP.VIT.05,0,0.0203,2020-11-10
052.MP.VIT.05,0,0.0203,2020-11-10
052.MP.VIT.06,0,0.0894,2020-11-10
052.MP.VIT.06,0,0.0894,2020-11-10
052.MP.VIT.07,0,0.18814,2020-11-10
052.MP.VIT.07,0,0.18814,2020-11-10
052.MP.VIT.08,0,0.0155,2020-11-10
052.MP.VIT.08,0,0.0155,2020-11-10
052.MP.VIT.09,0,0.0383,2020-11-10
052.MP.VIT.09,0,0.0383,2020-11-10
052.MP.VIT.10,0,0.0135,2020-11-20
052.MP.VIT.10,0,0.0135,2020-11-20
052.MP.VIT.11,0,0.8,2020-11-20
052.MP.VIT.11,0,0.8,2020-11-20
052.MP.VIT.12,0,0.2,2020-11-20
052.MP.VIT.12,0,0.2,2020-11-20
052.MP.VIT.13,0,0.03,2021-06-21
052.MP.VIT.13,0,0.03,2020-11-20
052.MP.VIT.14,0,0.05,2020-11-20
052.MP.VIT.14,0,0.05,2020-11-20
052.MP.VIT.15,0,0.04,2023-11-03
052.MP.VIT.16,0,0.02,2022-12-09
052.MP.VIT.17,0,0.02,2021-06-21
052.MP.VIT.18,0,0.72,2022-01-26
052.MP.VIT.19,0,0.85,2022-01-26
052.MP.VIT.21,0,0.02,2022-09-20
052.MP.VIT.22,0,0.045,2023-11-03
052.MP.VIT.23,0,1.5,2022-09-20
052.MP.VIT.24,0,1.3,2022-09-20
052.MP.VT.HPL.TR.45.01,0,145.0,2023-08-28
052.MP.VT.HPL.TR.45.01,0,132.0,2022-04-01
052.MP.VT.HPL.TR.45.02,0,238.0,2023-08-28
052.MP.VT.HPL.TR.45.02,0,216.0,2022-04-01
052.MP.VT.HPL.TR.45.03,0,323.0,2023-08-28
052.MP.VT.HPL.TR.45.03,0,294.0,2022-04-01
052.MP.VT.HPL.TR.62.01,0,150.0,2023-08-28
052.MP.VT.HPL.TR.62.01,0,136.0,2022-04-01
052.MP.VT.HPL.TR.62.02,0,243.0,2023-08-28
052.MP.VT.HPL.TR.62.02,0,221.0,2022-04-01
052.MP.VT.HPL.TR.62.03,0,330.0,2023-08-28
052.MP.VT.HPL.TR.62.03,0,300.0,2022-04-01
052.MP.VT.MET.TR.45.01,0,132.0,2024-03-18
052.MP.VT.MET.TR.45.01,0,126.0,2022-04-01
052.MP.VT.MET.TR.45.02,0,224.0,2023-08-28
052.MP.VT.MET.TR.45.02,0,204.0,2022-04-01
052.MP.VT.MET.TR.45.03,0,310.0,2023-08-28
052.MP.VT.MET.TR.45.03,0,282.0,2022-04-01
052.MP.VT.MET.TR.62.01,0,139.0,2024-03-18
052.MP.VT.MET.TR.62.01,0,120.0,2022-04-01
052.MP.VT.MET.TR.62.02,0,232.0,2023-08-28
052.MP.VT.MET.TR.62.02,0,211.0,2022-04-01
052.MP.VT.MET.TR.62.03,0,317.0,2023-08-28
052.MP.VT.MET.TR.62.03,0,288.0,2022-04-01
052.MP.VT.PBX.TR.45.01,0,66.0,2023-08-28
052.MP.VT.PBX.TR.45.01,0,60.0,2022-04-01
052.MP.VT.PBX.TR.45.02,0,70.0,2023-08-28
052.MP.VT.PBX.TR.45.02,0,64.0,2022-04-01
052.MP.VT.PBX.TR.45.03,0,70.0,2023-08-28
052.MP.VT.PBX.TR.45.03,0,64.0,2022-04-01
052.MP.VT.PBX.TR.62.01,0,66.0,2023-08-28
052.MP.VT.PBX.TR.62.01,0,60.0,2022-04-01
052.MP.VT.PBX.TR.62.02,0,70.0,2023-08-28
052.MP.VT.PBX.TR.62.02,0,64.0,2022-04-01
052.MP.VT.PBX.TR.62.03,0,73.0,2023-08-28
052.MP.VT.PBX.TR.62.03,0,66.0,2022-04-01
052.MP.VT.POR.TR.45.01,0,66.0,2023-08-28
052.MP.VT.POR.TR.45.01,0,60.0,2022-04-01
052.MP.VT.POR.TR.45.02,0,114.0,2023-08-28
052.MP.VT.POR.TR.45.02,0,104.0,2022-04-01
052.MP.VT.POR.TR.45.03,0,130.0,2023-08-28
052.MP.VT.POR.TR.45.03,0,118.0,2022-04-01
052.MP.VT.POR.TR.45.04,0,112.0,2023-08-28
052.MP.VT.POR.TR.45.04,0,102.0,2022-04-01
052.MP.VT.POR.TR.45.05,0,191.0,2023-08-28
052.MP.VT.POR.TR.45.05,0,174.0,2022-04-01
052.MP.VT.POR.TR.45.06,0,219.0,2023-08-28
052.MP.VT.POR.TR.45.06,0,199.0,2022-04-01
052.MP.VT.POR.TR.62.01,0,112.0,2023-08-28
052.MP.VT.POR.TR.62.01,0,102.0,2022-04-01
052.MP.VT.POR.TR.62.02,0,191.0,2023-08-28
052.MP.VT.POR.TR.62.02,0,174.0,2022-04-01
052.MP.VT.POR.TR.62.03,0,219.0,2023-08-28
052.MP.VT.POR.TR.62.03,0,199.0,2022-04-01
052.MP.VT.POR.TR.62.04,0,66.0,2023-08-28
052.MP.VT.POR.TR.62.04,0,60.0,2022-04-01
052.MP.VT.POR.TR.62.05,0,114.0,2023-08-28
052.MP.VT.POR.TR.62.05,0,104.0,2022-04-01
052.MP.VT.POR.TR.62.06,0,130.0,2023-08-28
052.MP.VT.POR.TR.62.06,0,118.0,2022-04-01
062.OB.P1O,0,138.0,2023-08-28
062.OB.P1O,0,125.0,2022-04-01
062.OB.P1T,0,119.0,2023-08-28
062.OB.P1T,0,108.0,2022-04-01
062.OB.P2O,0,144.0,2023-08-28
062.OB.P2O,0,131.0,2022-04-01
062.OB.P2T,0,125.0,2023-08-28
062.OB.P2T,0,114.0,2022-04-01
062.OB.P3O,0,150.0,2024-02-06
062.OB.P3T,0,130.0,2024-02-06
062.OB.V1O,0,217.0,2023-08-28
062.OB.V1O,0,197.0,2022-04-01
062.OB.V1T,0,185.0,2023-08-28
062.OB.V1T,0,168.0,2022-04-01
062.OB.V2O,0,227.0,2023-08-28
062.OB.V2O,0,206.0,2022-04-01
062.OB.V2T,0,191.0,2023-08-28
062.OB.V2T,0,174.0,2022-04-01
062.OB.V3O,0,244.0,2023-08-28
062.OB.V3O,0,222.0,2022-04-01
062.OB.V3T,0,205.0,2023-08-28
062.OB.V3T,0,186.0,2022-04-01
062.OB.V4O,0,227.0,2023-08-28
062.OB.V4T,0,191.0,2023-08-28
062.OB.V5O,0,244.0,2023-08-28
062.OB.V5T,0,205.0,2023-08-28
090.A11B0,0,0.485,2012-05-04
090.ALL06,0,7.102,2023-08-29
090.ALL08,0,5.32,2017-07-11
090.GP033,0,5.6889,2017-02-21
090.GRM6X5,0,0.0225,2023-08-29
090.GTP016CF3,0,6.0,2012-05-04
090.GVP20S,0,6.65,2015-08-27
090.PBT10,0,6.3,2022-02-02
090.PBT12,0,6.75,2022-02-02
090.PBT90.10,0,18.86,2023-05-03
090.PBT90.12,0,22.8961,2023-08-29
090.PBTT.10,0,12.35,2017-03-15
090.PBTT.12,0,15.8393,2022-03-09
090.PM001PL,0,0.37,2019-12-23
090.PM001VE,0,2.91,2019-12-23
090.PM002,0,0.423,2019-02-21
090.PM003,0,0.465,2019-02-21
090.PM004,0,0.0596,2019-02-22
090.PM005,0,0.04,2022-03-09
090.PM006,0,0.3,2023-08-29
090.PVT001,0,8.25,2023-08-29
090.SPS.SYL,0,178.0,2021-05-08
090.SQ001,0,0.164,2018-02-13
090.SQ002,0,0.45,2022-12-09
090.TP002,0,5.824,2013-12-18
090.TP004,0,0.27819,2017-02-21
090.TP006,0,0.37529,2023-05-03
090.TP008,0,1.268,2013-12-18
090.TP008AN,0,0.0,2013-12-18
090.TP015AN,0,3.308,2013-05-02
090.TP102B,0,8.84,2013-12-18
090.TP102BAN,0,0.0,2013-12-18
090.TP160,0,88.0,2012-05-04
090.TP161,0,77.0,2012-05-04
090.TP162,0,93.5,2012-05-04
090.V3000.SET6,0,505.15,2015-08-27
090.V3000.SET7,0,800.5,2015-08-27
090.V5100.SET3,0,288.75,2015-08-27
090.V5100.SET4,0,504.7,2015-08-27
090.V6000.SET3,0,590.0,2015-08-27
090.V6000.SET4,0,1055.65,2015-08-27
090.VP015,0,0.27819,2017-02-21
090.VP018,0,0.993,2013-05-03
090.VP100,0,0.43,2022-03-09
090.VP105,0,0.55854,2017-02-21
090.VP120,0,1.89127,2015-05-18
090.VP122,0,2.295,2012-05-04
090.VP124,0,2.78556,2015-05-18
090.VP126,0,4.087,2012-05-04
090.VP130,0,2.6,2017-02-21
090.VP140,0,3.4,2017-02-21
090.VP150,0,3.1,2015-05-18
090.VSO33.SI,1,46.0,2023-08-28
090.VSO33.SI,3,46.0,2023-08-28
090.VSO33.SI,4,46.0,2023-08-28
090.VSO33.SI,5,46.0,2023-08-28
090.VSO33.SI,6,46.0,2023-08-28
090.VSO33.SI,7,46.0,2023-08-28
090.VSO33.SI,8,46.0,2023-08-28
090.VSO33.SI,9,46.0,2023-08-28
090.VSO33.SI,10,46.0,2023-08-28
090.VSO33.SI,11,46.0,2023-08-28
090.VSO33.SI,12,46.0,2023-08-28
090.VSO33.SI,13,46.0,2023-08-28
090.VSO33.SI,14,46.0,2023-08-28
090.VSO33.SI,15,46.0,2023-08-28
090.VSO33.SI,16,46.0,2023-08-28
090.VSO33.SI,17,46.0,2023-08-28
090.VSO33.SI,18,46.0,2023-08-28
090.VSO33.SI,19,46.0,2023-08-28
090.VSO33.SI,20,46.0,2023-08-28
090.VSO33.SI,21,46.0,2023-08-28
090.VSO33.SI,22,46.0,2023-08-28
090.VSO33.SI,23,46.0,2023-08-28
090.VSO33.SI,24,46.0,2023-08-28
090.VSO33.SI,25,46.0,2023-08-28
090.VSO33.SI,26,46.0,2023-08-28
090.VSO33.SI,27,46.0,2023-08-28
090.VSO33.SI,28,46.0,2023-08-28
090.VSO33.SI,29,46.0,2023-11-09
090.VSO33.SI,30,46.0,2023-11-09
090.VSO33.SI,31,46.0,2023-11-09
090.VSO33.SI,32,46.0,2023-11-09
090.VSO33.SI,33,46.0,2023-11-09
090.VSO33.SI,34,46.0,2023-11-09
090.VSO33.SI,35,46.0,2023-11-09
090.VSO33.SI,36,46.0,2023-11-09
090.VSO33.SI,37,46.0,2023-11-09
090.VSO33.SI,38,46.0,2023-11-09
090.VSO33.SI,39,46.0,2023-11-09
090.VSO33.SI,40,46.0,2023-11-09
090.VSO33.SI,41,46.0,2023-11-09
090.VSO33.SI,42,46.0,2023-11-09
090.VSO33.SI,43,46.0,2023-11-09
090.VSO33.SI,44,46.0,2023-11-09
090.VSO33.SI,45,46.0,2023-11-09
090.VSO33.SI,46,46.0,2023-11-09
090.VSO33,1,36.0,2023-08-28
090.VSO33,2,36.0,2023-08-28
090.VSO33,3,36.0,2023-08-28
090.VSO33,4,36.0,2023-08-28
090.VSO33,7,36.0,2023-08-28
090.VSO33,8,36.0,2023-08-28
090.VSO33,9,36.0,2023-08-28
090.VSO33,10,36.0,2023-08-28
090.VSO33,11,36.0,2023-08-28
090.VSO33,12,36.0,2023-08-28
090.VSO33,13,36.0,2023-08-28
090.VSO33,14,36.0,2023-08-28
090.VSO33,16,36.0,2023-08-28
090.VSO33,17,36.0,2023-08-28
090.VSO33,18,36.0,2023-08-28
090.VSO33,19,36.0,2023-08-28
090.VSO33,20,36.0,2023-08-28
090.VSO33,21,36.0,2023-08-28
090.VSO33,22,36.0,2023-08-28
090.VSO33,23,36.0,2023-08-28
090.VSO33,24,36.0,2023-08-28
090.VSO33,25,36.0,2023-08-28
090.VSO33,26,36.0,2023-08-28
090.VSO33,27,36.0,2023-08-28
090.VSO33,28,36.0,2023-08-28
090.VSO33,29,36.0,2023-08-28
090.VSO33,30,36.0,2023-08-28
090.VSO33,31,36.0,2023-08-28
090.VSO33,32,36.0,2023-08-28
090.VSO33,33,36.0,2023-08-28
090.VSO33,34,36.0,2023-08-28
090.VSO33,35,36.0,2023-08-28
090.VSO33,36,36.0,2023-08-28
090.VSO33,37,36.0,2023-08-28
090.VSO33,38,36.0,2023-08-28
090.VSO33,39,36.0,2023-08-28
090.VSO33,53,36.0,2023-08-28
090.VSO33,54,36.0,2023-08-28
090.VSO33,55,36.0,2023-08-28
090.VSO33,57,36.0,2023-08-28
090.VSO33,58,36.0,2023-08-28
090.VSO33,59,36.0,2023-08-28
090.VSO33,60,36.0,2023-08-28
090.VSO33,81,36.0,2023-11-09
090.VSO33,82,36.0,2023-11-09
090.VSO33,83,36.0,2023-11-09
090.VSO33,84,36.0,2023-11-09
090.VSO33,85,36.0,2023-11-09
090.VSO33,86,36.0,2023-11-09
090.VSO33,87,36.0,2023-11-09
090.VSO33,88,36.0,2023-11-09
090.VSO33,89,36.0,2023-11-09
090.VSO33,90,36.0,2023-11-09
090.VSO33,91,36.0,2023-11-09
090.VSO33,92,36.0,2023-11-09
090.VSO33,93,36.0,2023-11-09
090.VSO33,94,36.0,2023-11-09
090.VSO33,95,36.0,2023-11-09
090.VSO33,96,36.0,2023-11-09
090.VSO33,97,36.0,2023-11-09
090.VSO33,98,36.0,2023-11-09
090.VSO33,0,36.0,2023-08-28
090.VSO55.SAG,1,48.5,2023-08-28
090.VSO55,8,48.5,2023-08-28
090.VSO55,0,48.5,2023-08-28
090.VSO66.SAG,1,56.5,2023-08-28
090.VSO66,1,56.5,2023-08-28
090.VSO66,0,56.5,2023-08-28
090.VST33.SI,1,33.5,2023-08-28
090.VST33.SI,2,33.5,2023-08-28
090.VST33.SI,3,33.5,2023-08-28
090.VST33.SI,4,33.5,2023-08-28
090.VST33.SI,5,33.5,2023-08-28
090.VST33.SI,6,33.5,2023-08-28
090.VST33.SI,7,33.5,2023-08-28
090.VST33.SI,8,33.5,2023-08-28
090.VST33.SI,9,33.5,2023-08-28
090.VST33.SI,10,33.5,2023-08-28
090.VST33.SI,11,33.5,2023-08-28
090.VST33.SI,12,33.5,2023-08-28
090.VST33.SI,13,33.5,2023-08-28
090.VST33.SI,14,33.5,2023-08-28
090.VST33.SI,15,33.5,2023-08-28
090.VST33.SI,16,33.5,2023-08-28
090.VST33.SI,17,33.5,2023-08-28
090.VST33.SI,18,33.5,2023-08-28
090.VST33.SI,19,33.5,2023-08-28
090.VST33.SI,35,33.5,2023-08-28
090.VST33.SI,36,33.5,2023-08-28
090.VST33.SI,37,33.5,2023-08-28
090.VST33.SI,38,33.5,2023-08-28
090.VST33.SI,39,33.5,2023-08-28
090.VST33.SI,40,33.5,2023-08-28
090.VST33.SI,41,33.5,2023-08-28
090.VST33.SI,42,33.5,2023-08-28
090.VST33.SI,43,33.5,2023-08-28
090.VST33.SI,44,33.5,2023-08-28
090.VST33.SI,45,33.5,2023-08-28
090.VST33.SI,46,33.5,2023-08-28
090.VST33.SI,47,33.5,2023-08-28
090.VST33.SI,48,33.5,2023-08-28
090.VST33.SI,49,33.5,2023-08-28
090.VST33.SI,50,33.5,2023-08-28
090.VST33.SI,51,33.5,2023-08-28
090.VST33.SI,52,33.5,2023-08-28
090.VST33.SI,53,33.5,2023-08-28
090.VST33.SI,54,33.5,2023-08-28
090.VST33.SI,55,33.5,2023-08-28
090.VST33.SI,56,33.5,2023-08-28
090.VST33.SI,113,33.5,2023-11-09
090.VST33.SI,114,33.5,2023-11-09
090.VST33.SI,115,33.5,2023-11-09
090.VST33.SI,116,33.5,2023-11-09
090.VST33.SI,117,33.5,2023-11-09
090.VST33.SI,118,33.5,2023-11-09
090.VST33.SI,119,33.5,2023-11-09
090.VST33.SI,120,33.5,2023-11-09
090.VST33.SI,121,33.5,2023-11-09
090.VST33.SI,122,33.5,2023-11-09
090.VST33.SI,123,33.5,2023-11-09
090.VST33.SI,124,33.5,2023-11-09
090.VST33.SI,125,33.5,2023-11-09
090.VST33.SI,126,33.5,2023-11-09
090.VST33.SI,127,33.5,2023-11-09
090.VST33.SI,128,33.5,2023-11-09
090.VST33.SI,129,33.5,2023-11-09
090.VST33.SI,130,33.5,2023-11-09
090.VST33,1,24.5,2023-08-28
090.VST33,2,24.5,2023-08-28
090.VST33,3,24.5,2023-08-28
090.VST33,4,24.5,2023-08-28
090.VST33,5,24.5,2023-08-28
090.VST33,7,24.5,2023-08-28
090.VST33,8,24.5,2023-08-28
090.VST33,14,24.5,2023-08-28
090.VST33,15,24.5,2023-08-28
090.VST33,16,24.5,2023-08-28
090.VST33,17,24.5,2023-08-28
090.VST33,18,24.5,2023-08-28
090.VST33,19,24.5,2023-08-28
090.VST33,20,24.5,2023-08-28
090.VST33,21,24.5,2023-08-28
090.VST33,28,24.5,2023-08-28
090.VST33,29,24.5,2023-08-28
090.VST33,30,24.5,2023-08-28
090.VST33,31,24.5,2023-08-28
090.VST33,32,24.5,2023-08-28
090.VST33,33,24.5,2023-08-28
090.VST33,34,24.5,2023-08-28
090.VST33,35,24.5,2023-08-28
090.VST33,36,24.5,2023-08-28
090.VST33,37,24.5,2023-08-28
090.VST33,38,24.5,2023-08-28
090.VST33,39,24.5,2023-08-28
090.VST33,40,24.5,2023-08-28
090.VST33,41,24.5,2023-08-28
090.VST33,42,24.5,2023-08-28
090.VST33,43,24.5,2023-08-28
090.VST33,44,24.5,2023-08-28
090.VST33,45,24.5,2023-08-28
090.VST33,46,24.5,2023-08-28
090.VST33,47,24.5,2023-08-28
090.VST33,48,24.5,2023-08-28
090.VST33,49,24.5,2023-08-28
090.VST33,50,24.5,2023-08-28
090.VST33,51,24.5,2023-08-28
090.VST33,52,24.5,2023-08-28
090.VST33,53,24.5,2023-08-28
090.VST33,54,24.5,2023-08-28
090.VST33,55,24.5,2023-08-28
090.VST33,56,24.5,2023-08-28
090.VST33,57,24.5,2023-08-28
090.VST33,58,24.5,2023-08-28
090.VST33,59,24.5,2023-08-28
090.VST33,60,24.5,2023-08-28
090.VST33,61,24.5,2023-08-28
090.VST33,62,24.5,2023-08-28
090.VST33,63,24.5,2023-08-28
090.VST33,64,24.5,2023-08-28
090.VST33,65,24.5,2023-08-28
090.VST33,66,24.5,2023-08-28
090.VST33,67,24.5,2023-08-28
090.VST33,68,24.5,2023-08-28
090.VST33,92,24.5,2023-08-28
090.VST33,93,24.5,2023-08-28
090.VST33,94,24.5,2023-08-28
090.VST33,95,24.5,2023-08-28
090.VST33,96,24.5,2023-08-28
090.VST33,103,24.5,2023-08-28
090.VST33,104,24.5,2023-08-28
090.VST33,105,24.5,2023-08-28
090.VST33,106,24.5,2023-08-28
090.VST33,212,24.5,2023-08-28
090.VST33,213,24.5,2023-08-28
090.VST33,214,24.5,2023-08-28
090.VST33,215,24.5,2023-08-28
090.VST33,217,24.5,2023-08-28
090.VST33,218,24.5,2023-08-28
090.VST33,219,24.5,2023-08-28
090.VST33,220,24.5,2023-08-28
090.VST33,221,24.5,2023-08-28
090.VST33,222,24.5,2023-08-28
090.VST33,224,24.5,2023-08-28
090.VST33,225,24.5,2023-08-28
090.VST33,226,24.5,2023-08-28
090.VST33,227,24.5,2023-08-28
090.VST33,228,24.5,2023-08-28
090.VST33,229,24.5,2023-08-28
090.VST33,230,24.5,2023-08-28
090.VST33,231,24.5,2023-08-28
090.VST33,417,24.5,2023-08-28
090.VST33,418,24.5,2023-08-28
090.VST33,419,24.5,2023-08-28
090.VST33,468,24.5,2023-08-28
090.VST33,469,24.5,2023-08-28
090.VST33,470,24.5,2023-08-28
090.VST33,471,24.5,2023-08-28
090.VST33,752,24.5,2023-11-09
090.VST33,753,24.5,2023-11-09
090.VST33,754,24.5,2023-11-09
090.VST33,755,24.5,2023-11-09
090.VST33,756,24.5,2023-11-09
090.VST33,757,24.5,2023-11-09
090.VST33,758,24.5,2023-11-09
090.VST33,759,24.5,2023-11-09
090.VST33,760,24.5,2023-11-09
090.VST33,761,24.5,2023-11-09
090.VST33,762,24.5,2023-11-09
